"713";"Bean";"0.042";"US"
"714";"Barron";"0.042";"US"
"715";"Livingston";"0.042";"US"
"716";"Middleton";"0.040";"US"
"717";"Spears";"0.040";"US"
"718";"Branch";"0.040";"US"
"719";"Blevins";"0.040";"US"
"720";"Chen";"0.040";"US"
"721";"Kerr";"0.040";"US"
"722";"Mcconnell";"0.040";"US"
"723";"Hatfield";"0.040";"US"
"724";"Harding";"0.040";"US"
"725";"Ashley";"0.040";"US"
"726";"Solis";"0.040";"US"
"727";"Herman";"0.040";"US"
"728";"Frost";"0.040";"US"
"729";"Giles";"0.040";"US"
"730";"Blackburn";"0.040";"US"
"731";"William";"0.040";"US"
"732";"Pennington";"0.040";"US"
"733";"Woodward";"0.040";"US"
"734";"Finley";"0.040";"US"
"735";"Mcintosh";"0.040";"US"
"736";"Koch";"0.040";"US"
"737";"Best";"0.040";"US"
"738";"Solomon";"0.040";"US"
"739";"Mccullough";"0.040";"US"
"740";"Dudley";"0.040";"US"
"741";"Nolan";"0.040";"US"
"742";"Blanchard";"0.040";"US"
"743";"Rivas";"0.040";"US"
"744";"Brennan";"0.040";"US"
"745";"Mejia";"0.040";"US"
"746";"Kane";"0.040";"US"
"747";"Benton";"0.040";"US"
"748";"Joyce";"0.040";"US"
"749";"Buckley";"0.040";"US"
"750";"Haley";"0.040";"US"
"751";"Valentine";"0.040";"US"
"752";"Maddox";"0.040";"US"
"753";"Russo";"0.040";"US"
"754";"Mcknight";"0.040";"US"
"755";"Buck";"0.040";"US"
"756";"Moon";"0.040";"US"
"757";"Mcmillan";"0.040";"US"
"758";"Crosby";"0.040";"US"
"759";"Berg";"0.040";"US"
"760";"Dotson";"0.040";"US"
"761";"Mays";"0.040";"US"
"762";"Roach";"0.040";"US"
"763";"Church";"0.040";"US"
"764";"Chan";"0.040";"US"
"765";"Richmond";"0.040";"US"
"766";"Meadows";"0.040";"US"
"767";"Faulkner";"0.040";"US"
"768";"Oneill";"0.040";"US"
"769";"Knapp";"0.040";"US"
"770";"Kline";"0.037";"US"
"771";"Barry";"0.037";"US"
"772";"Ochoa";"0.037";"US"
"773";"Jacobson";"0.037";"US"
"774";"Gay";"0.037";"US"
"775";"Avery";"0.037";"US"
"776";"Hendricks";"0.037";"US"
"777";"Horne";"0.037";"US"
"778";"Shepard";"0.037";"US"
"779";"Hebert";"0.037";"US"
"780";"Cherry";"0.037";"US"
"781";"Cardenas";"0.037";"US"
"782";"Mcintyre";"0.037";"US"
"783";"Whitney";"0.037";"US"
"784";"Waller";"0.037";"US"
"785";"Holman";"0.037";"US"
"786";"Donaldson";"0.037";"US"
"787";"Cantu";"0.037";"US"
"788";"Terrell";"0.037";"US"
